Fullname,Nationality,Age,Club,Caps,Goals,Date Joined,Contract Ends,,Birthsday,Start year,Best position,Goalkeeper,Defender Central,Defender Right,Defender Left,Wingback right,Wingback left,Defensive midfielder,Midfielder Central,Midfielder right,Midfielder left,Attacking Midfielder Central,Attacking Midfielder right,Attacking Midfielder left,Center Forward,Right Forward,Left Forward,Goalkeeper,Sweeper,Defender,Defensive midfield,Midfield Center,Support,Attack,Right,Left,Centre,Ability,Potential,Reputation,Big Occasion,Character,Consistency,Technique,Passing,Heading,Shooting,Flair,Dribbling,Tackling,Stamina,Strenght,Pace,Jumping,Inj Prone %,Set Pieces,Positioning,Off The Ball,Marking,Creativity,Adaptability,Aggression,Determination,Dirtyness,Influence
Tony James,England,29,Plymouth,0,0,,,,27-6-1967,01-07-1996,,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,90,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Adrian Littlejohn,England,25,Plymouth,0,0,,,,26-9-1970,01-07-1996,,0,0,0,0,0,0,0,0,0,0,100,100,0,100,100,0,0,0,0,0,0,2,2,2,0,2,100,0,62,0,0,5,35,35,40,60,45,70,35,100,65,85,0,0,35,15,0,5,0,50,90,90,70,45
Richard Logan,England,27,Plymouth,0,0,,,,24-5-1969,01-07-1996,,0,100,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,2,92,121,57,16,11,6,20,10,85,30,10,10,70,60,70,50,0,15,65,60,20,80,45,55,80,75,50,30
Ronnie Mauge,England,27,Plymouth,0,0,,,,10-3-1969,01-07-1996,,0,50,50,0,0,0,0,50,50,0,50,50,0,0,0,0,0,0,1,0,1,1,0,1,0,1,80,0,55,0,0,0,0,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0
Zoran Micevski,Macedonia,22,Pobeda Vitaminka,0,0,,,,1-1-19        ,01-07-1996,,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,124,124,99,10,6,10,30,50,45,5,25,25,50,75,0,60,0,75,5,35,0,25,45,0,55,75,50,50
Dirk Druyts,Belgium,21,Poederlee,0,0,7,,,18-11-1974,01-07-1996,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,48,63,1,12,5,6,25,5,65,50,50,45,25,60,0,0,0,45,10,35,0,60,5,10,65,65,45,35
Sander Oostrom,Netherlands,28,Pohang Steelers,0,0,,,,14-7-1967,01-07-1996,,0,0,0,0,0,0,0,0,0,0,100,0,0,100,0,0,0,0,0,0,0,2,2,0,0,2,141,146,103,5,12,5,100,90,75,60,90,80,60,30,60,0,0,55,25,50,55,15,50,95,60,30,95,95
Mac Donald N'Diefi,Cameroon,19,Poitiers,0,0,7,,,2-10-1976,01-07-1996,,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,2,0,0,2,124,145,122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Thierry Pelletier,France,27,Poitiers,0,0,,,,2-8-1968,01-07-1996,,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,111,114,101,0,0,0,0,0,0,0,0,0,0,0,0,75,0,0,0,0,0,0,0,0,0,0,0,0
Pascal Siklenka,France,25,Poitiers,0,0,,,,14-12-1970,01-07-1996,,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,103,112,96,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0
Fabien Weber,France,23,Poitiers,0,0,,,,14-4-1973,01-07-1996,,0,0,50,0,100,0,0,0,50,0,0,0,0,0,0,0,0,0,1,2,1,0,0,2,0,0,111,120,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lhacer Mounadi,Morocco,26,Poitiers,0,0,,,,28-1-1970,01-07-1996,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,2,2,0,0,100,107,101,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0
Djiby Badiane,France,30,Poitiers,0,0,,,,23-10-1965,01-07-1996,,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,109,114,104,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0
Philippe Barraud,France,30,Poitiers,0,0,,,,23-10-1965,01-07-1996,,0,0,0,0,0,0,0,100,0,0,100,0,0,0,0,0,0,0,0,0,2,2,0,0,0,2,105,109,101,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0
J?rome Billac,France,23,Poitiers,0,0,,,,1-9-1972,01-07-1996,,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,102,116,95,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0
Jacky Canosi,France,30,Poitiers,0,0,,,,6-10-1965,01-07-1996,,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,105,113,109,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0
Franck Demay,France,25,Poitiers,0,0,,,,21-1-1971,01-07-1996,,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,104,113,100,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0
Ludovic Gu?rineau,France,27,Poitiers,0,0,,,,7-2-1969,01-07-1996,,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,105,110,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vincent Labarre,France,22,Poitiers,0,0,,,,1-1-19        ,01-07-1996,,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,102,113,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Laurent Mancini,France,27,Poitiers,0,0,,,,13-1-1969,01-07-1996,,0,0,0,0,0,0,0,100,0,0,100,0,0,0,0,0,0,0,0,0,2,2,0,0,0,2,101,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yoni Cuyami,Spain,23,Pol. Almeria,0,0,,,,17-12-1972,01-07-1996,,0,0,0,0,0,0,0,0,0,0,0,50,0,0,100,0,0,0,0,0,0,1,2,2,0,0,79,150,75,3,11,6,60,15,25,70,70,80,10,75,10,70,0,70,45,35,80,5,65,50,30,60,5,5
 Claudinho,Brazil,33,Ponte Preta,0,0,,,,1-8-1962,01-07-1996,,0,0,0,0,0,50,0,0,0,100,0,0,50,0,0,0,0,0,0,1,2,1,0,0,2,0,147,185,132,7,14,14,70,75,60,50,75,60,50,45,50,50,0,25,55,35,70,55,55,60,60,30,65,25
Pati?o Arturo,Spain,22,Pontevedra,0,0,,,,1-1-19        ,01-07-1996,,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,0,0,0,0,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jos? Lino,Spain,26,Pontevedra,0,0,,,,10-9-1969,01-07-1996,,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,88,137,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dapena Rodolfo,Spain,36,Pontevedra,0,0,7,,,4-5-1960,01-07-1996,,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,2,103,140,96,0,0,0,0,95,30,0,0,0,0,0,90,0,0,0,90,0,0,0,0,0,0,0,0,90
Ole-Jonny Andersen,Norway,19,Pors,0,0,,,,1-1-1977,01-07-1996,,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,79,109,0,7,15,5,50,30,35,45,35,55,35,15,30,0,0,75,45,25,35,15,35,40,70,30,45,45
Bent Tommy Larsen,Norway,27,Pors,0,0,,,,4-11-1968,01-07-1996,,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,2,0,0,2,80,105,0,4,11,12,50,45,40,25,55,50,60,60,25,0,0,60,45,25,50,25,75,25,60,50,30,30
Morten Lia,Norway,25,Pors,0,0,,,,15-2-1971,01-07-1996,,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,2,0,0,2,75,110,0,10,15,6,70,45,70,55,60,55,50,35,50,0,0,40,50,70,65,35,100,55,75,55,45,60
Ronny Lindberg,Norway,19,Pors,0,0,,,,17-11-1976,01-07-1996,,0,100,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,2,67,120,0,5,11,3,25,45,75,40,60,30,70,70,25,0,0,40,40,25,25,60,60,50,90,40,60,25
Kjetil Numme,Norway,27,Pors,0,0,,,,12-8-1968,01-07-1996,,0,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,2,26,73,0,8,17,9,30,35,55,25,20,35,85,75,45,55,0,25,30,25,45,50,75,40,10,50,10,10
Stian Numme,Norway,22,Pors,0,0,,,,29-3-1974,01-07-1996,,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,77,135,0,13,12,9,70,60,40,60,55,30,70,50,70,0,0,50,55,65,70,55,90,60,5,65,50,65
Vetle Odden,Norway,20,Pors,0,0,,,,13-10-1975,01-07-1996,,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,60,82,0,3,13,14,45,40,50,45,30,25,70,55,50,65,0,25,30,50,35,45,60,45,35,30,10,50
B?rd-Kristian Olsen,Norway,19,Pors,0,0,,,,8-10-1976,01-07-1996,,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,85,93,0,14,11,6,75,60,45,50,65,50,65,80,55,0,0,95,75,70,50,50,80,75,100,55,75,25
Tommy Olsen,Norway,20,Pors,0,0,,,,4-4-1976,01-07-1996,,0,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,2,2,95,124,0,10,16,4,55,50,65,75,75,50,85,90,50,0,0,90,75,70,70,70,100,60,25,70,85,15
Hans-B?rge Pettersen,Norway,28,Pors,0,0,,,,1-7-1968,01-07-1996,,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,74,121,0,11,13,9,50,60,45,55,55,70,40,70,50,0,0,25,50,65,75,55,55,70,30,50,10,70
Stian Selander,Norway,20,Pors,0,0,,,,9-3-1976,01-07-1996,,0,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,2,77,95,0,7,13,10,50,30,45,45,35,15,45,60,25,90,0,40,40,25,30,40,60,35,40,25,35,35
Thomas Bergstr?m,Norway,20,Pors,0,0,,,,21-7-1975,01-07-1996,,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,98,102,0,12,14,6,75,75,50,50,65,75,60,65,65,0,0,60,65,50,55,55,70,65,95,60,40,40
Jarle Steen,Norway,30,Pors,0,0,,,,2-9-1965,01-07-1996,,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,66,72,0,7,12,13,30,35,60,50,95,15,100,60,25,30,0,20,40,40,35,45,55,25,40,45,50,30
Tor-Arne St?lan,Norway,29,Pors,0,0,,,,1-6-1967,01-07-1996,,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,0,0,0,0,0,0,0,2,2,0,2,74,103,0,5,5,12,35,35,45,35,25,40,35,85,25,0,0,50,45,35,35,35,70,25,45,40,15,40
Christian Thon,Norway,21,Pors,0,0,,,,1-1-1975,01-07-1996,,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,81,123,0,3,10,10,25,65,85,25,15,40,55,85,35,80,0,50,30,40,35,20,35,30,40,30,25,55
Alf-Trygve Thorsen,Norway,22,Pors,0,0,,,,14-12-1973,01-07-1996,,0,0,0,0,0,0,0,0,100,0,0,100,0,0,0,0,0,0,0,0,2,2,0,2,0,0,54,94,0,7,7,9,35,40,45,45,55,40,25,50,35,90,0,5,40,40,35,30,50,35,20,30,30,35
Truls Wallestad,Norway,25,Pors,0,0,,,,3-5-1971,01-07-1996,,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,98,106,0,11,15,12,55,70,45,60,55,60,55,50,75,0,0,30,70,60,55,35,75,60,20,75,20,35
Jarle Gr?nsten,Norway,19,Pors,0,0,,,,1-10-1976,01-07-1996,,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,89,127,0,15,12,7,60,60,60,65,80,50,50,70,55,0,0,25,50,70,50,35,90,60,30,55,75,30
Vetle Heldal,Norway,30,Pors,0,0,,,,23-3-1966,01-07-1996,,0,100,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,2,84,136,0,14,18,13,60,35,45,55,30,45,65,35,70,0,0,25,70,70,55,50,80,60,55,65,70,45
Jon-Andre Jacobsen,Norway,23,Pors,0,0,,,,3-7-1972,01-07-1996,,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,67,98,0,5,17,9,30,40,40,50,35,40,20,25,25,75,0,25,30,30,45,20,50,50,25,35,35,50
Dan Johnsen,Norway,23,Pors,0,0,,,,15-3-1973,01-07-1996,,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,77,107,0,6,12,6,50,45,40,25,50,40,30,65,40,0,0,95,45,35,45,65,55,35,35,25,30,45
Terje Kaasa,Norway,25,Pors,0,0,,,,26-12-1970,01-07-1996,,0,0,0,0,0,0,0,100,0,100,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,2,24,54,0,7,6,16,45,70,55,50,55,60,30,80,25,100,0,35,45,35,30,35,40,50,50,45,30,65
Christian Karlsen,Norway,23,Pors,0,0,,,,14-7-1972,01-07-1996,,0,100,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,2,74,132,0,10,9,14,55,90,45,75,5,60,85,55,75,0,0,25,60,50,70,60,60,60,5,60,50,95
Kim Kuntze,Norway,19,Pors,0,0,,,,18-7-1976,01-07-1996,,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,2,0,0,2,94,94,0,4,16,3,30,45,75,40,40,60,65,15,35,0,0,70,40,35,50,35,60,30,80,45,70,45
Ogolla Melkio,Nigeria,27,Porsanger,0,0,,,,23-10-1968,01-07-1996,,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,2,0,0,2,110,136,0,13,17,6,50,35,45,60,35,50,35,15,75,70,0,30,70,50,55,55,45,60,15,50,75,40
Edmar Persen,Norway,31,Porsanger,0,0,,,,30-12-1964,01-07-1996,,0,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,2,75,107,0,3,8,8,25,20,45,30,25,40,20,35,30,55,0,85,50,35,25,50,30,50,80,40,60,40
Oddbj?rn Persen,Norway,21,Porsanger,0,0,,,,28-1-1975,01-07-1996,,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,62,98,0,8,15,4,30,25,30,35,25,65,35,20,35,50,0,70,30,35,50,35,35,25,85,50,55,35
Tommy Sandslett,Norway,24,Porsanger,0,0,,,,26-3-1972,01-07-1996,,0,0,0,0,0,0,0,100,0,100,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,2,96,111,0,3,13,3,40,25,35,50,30,65,10,25,25,60,0,80,35,30,40,30,25,35,30,40,55,20
Kai St?dle,Norway,31,Porsanger,0,0,,,,15-9-1964,01-07-1996,,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,100,0,0,0,0,0,0,2,0,2,2,73,88,0,5,14,4,50,35,45,30,35,55,30,20,30,60,0,60,35,45,35,15,45,50,75,25,50,10
Bj?rn-Erik Tanger?s,Norway,22,Porsanger,0,0,,,,26-6-1974,01-07-1996,,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,2,0,0,2,88,100,0,4,10,4,35,35,25,30,50,45,40,30,45,60,0,55,30,40,30,20,45,50,60,25,40,10
Gjermund Thomassen,Norway,25,Porsanger,0,0,,,,7-7-1970,01-07-1996,,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,100,0,0,0,0,0,0,2,0,2,2,89,115,0,6,13,8,30,20,50,35,30,45,10,30,40,70,0,80,35,25,40,30,30,30,95,30,30,15
H?kon Thomassen,Norway,32,Porsanger,0,0,,,,2-7-1963,01-07-1996,,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,70,96,0,4,12,2,50,35,35,25,50,55,40,30,30,30,0,30,30,45,45,35,35,40,95,40,40,25
Truls Dishington,Norway,29,Porsanger,0,0,,,,13-8-1966,01-07-1996,,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,60,102,0,6,11,5,35,20,45,45,40,30,10,40,35,75,0,45,40,50,45,60,55,35,20,40,60,35
Frank Greiner,Norway,27,Porsanger,0,0,,,,27-11-1968,01-07-1996,,0,0,0,0,0,0,0,100,0,100,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,2,67,85,0,3,15,2,35,30,40,45,35,45,15,40,25,35,0,45,40,30,45,25,40,40,75,30,85,35
Ole H?ybakken,Norway,29,Porsanger,0,0,,,,19-8-1966,01-07-1996,,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,86,113,0,4,13,7,35,40,30,25,25,55,10,30,35,40,0,55,50,40,25,35,55,25,70,45,80,15
Reidulf H?ybakken,Norway,33,Porsanger,0,0,,,,22-1-1963,01-07-1996,,0,100,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,2,87,103,0,3,13,6,50,25,50,30,35,35,65,25,45,55,0,65,40,45,45,45,55,50,55,40,70,10
Even Johansen,Norway,27,Porsanger,0,0,,,,7-1-1969,01-07-1996,,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,96,121,0,10,10,7,55,60,30,70,45,75,70,70,50,100,0,40,75,55,75,55,50,60,35,50,45,25
H?kon Johansen,Norway,26,Porsanger,0,0,,,,15-9-1969,01-07-1996,,0,0,0,100,0,0,0,0,0,100,0,0,0,0,0,0,0,0,2,0,2,0,0,0,2,0,100,97,0,14,7,13,75,30,80,75,45,50,45,35,65,80,0,5,75,60,55,65,55,60,40,50,35,15
Ole-Petter K?ven,Norway,21,Porsanger,0,0,,,,2-7-1974,01-07-1996,,0,100,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,2,2,84,99,0,6,14,6,40,40,25,40,25,20,20,30,30,50,0,30,35,25,25,40,40,30,55,25,100,15
Snorre Moen,Norway,29,Porsanger,0,0,,,,23-9-1966,01-07-1996,,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,74,109,0,5,16,2,25,35,25,30,25,60,40,15,35,35,0,45,30,40,35,35,55,45,50,40,65,10
Gareth Ainsworth,England,23,Port Vale,0,0,9,6,,10-5-1973,01-07-1996,,0,0,0,0,0,0,0,50,50,50,100,100,100,100,100,100,0,0,0,0,1,2,2,2,2,1,90,125,80,10,12,6,40,35,30,70,75,95,50,35,75,0,0,60,75,55,65,50,0,60,65,100,70,60
Andy Hill,England,31,Port Vale,0,0,,,,20-1-1965,01-07-1996,,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,115,127,87,12,6,9,40,35,65,15,15,10,75,65,45,0,0,55,25,75,20,70,60,55,65,65,35,75
Lee Mills,England,25,Port Vale,0,0,,6,,10-7-1970,01-07-1996,,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,2,0,0,2,100,150,75,0,0,15,45,35,70,60,30,20,15,40,60,50,0,0,85,75,40,45,25,0,50,0,30,0
Paul Musselwhite,England,27,Port Vale,0,0,,,,22-12-1968,01-07-1996,,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,101,124,86,0,15,14,30,15,0,5,5,5,65,60,75,40,0,25,5,60,5,5,30,45,45,30,40,20
Tony Naylor,England,29,Port Vale,0,0,,6,,29-3-1967,01-07-1996,,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,2,0,0,2,106,116,78,0,13,9,60,40,45,60,25,70,15,55,20,25,0,65,40,40,75,55,55,30,15,55,45,15
Justin O'Reilly,England,23,Port Vale,0,0,,,,29-6-1973,01-07-1996,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0
Andy Porter,England,27,Port Vale,0,0,,,,17-9-1968,01-07-1996,,0,100,0,0,0,0,100,100,0,0,0,0,0,0,0,0,0,0,2,2,2,0,0,0,0,2,110,110,75,0,4,6,15,15,70,30,40,10,80,75,70,0,0,45,55,55,55,60,25,10,95,55,75,65
Dean Stokes,England,26,Port Vale,0,0,,,,23-5-1970,01-07-1996,,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,76,101,56,11,10,12,40,10,10,40,35,35,90,30,60,25,0,60,25,70,45,70,45,60,100,45,25,10
Stuart Talbot,England,23,Port Vale,0,0,,6,,14-6-1973,01-07-1996,,0,0,0,0,0,0,0,100,100,0,100,100,0,0,0,0,0,0,0,0,2,2,0,2,0,2,92,128,57,10,10,6,40,45,60,60,45,45,40,35,50,0,0,30,25,25,30,50,35,35,45,30,25,55
Allen Tankard,England,27,Port Vale,0,0,,6,,21-5-1969,01-07-1996,,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,106,130,91,10,8,14,30,25,35,50,40,40,65,65,70,20,0,40,70,70,30,40,30,60,65,25,45,40
Jermaine Halwin,Netherlands,23,Port Vale,0,0,,,,16-4-1973,01-07-1996,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0
Neil Aspin,England,31,Port Vale,0,0,,,,12-4-1965,01-07-1996,,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,2,116,134,101,14,5,14,10,15,100,25,35,40,85,85,90,40,0,55,40,60,30,85,50,75,100,95,40,85
Rogi?r Koordes,Netherlands,24,Port Vale,0,0,,,,13-6-1972,01-07-1996,,0,0,0,0,0,0,0,0,0,100,0,0,100,0,0,50,0,0,0,0,2,2,1,0,2,0,97,107,57,12,6,4,25,60,20,15,65,10,65,10,45,10,0,5,35,40,35,15,10,40,25,40,30,0
Mark Snijders,Netherlands,24,Port Vale,0,0,,6,,12-3-1972,01-07-1996,,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,137,149,102,11,5,6,55,60,90,55,70,30,10,80,90,100,0,40,30,65,100,30,80,5,65,50,95,30
Arjan Van Heusden,Netherlands,23,Port Vale,0,0,,6,,11-12-1972,01-07-1996,,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,72,125,44,0,15,9,55,30,0,5,5,5,35,50,65,0,0,30,5,60,5,5,35,30,55,30,40,30
Gareth Griffiths,Wales,26,Port Vale,0,0,,,,10-4-1970,01-07-1996,,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,2,106,122,86,0,15,12,20,15,80,55,30,30,35,65,45,25,0,70,40,90,40,50,55,65,60,30,25,75
Ian Bogie,England,28,Port Vale,0,0,,,,6-12-1967,01-07-1996,,0,0,0,0,0,0,0,100,0,0,100,0,0,50,0,0,0,0,0,0,2,2,1,0,0,2,98,-1,90,0,9,8,65,70,20,30,75,90,10,25,70,45,0,45,65,40,60,25,50,75,20,20,30,15
Matthew Boswell,England,22,Port Vale,0,0,,6,,1-1-19        ,01-07-1996,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Matthew Carragher,England,20,Port Vale,0,0,,7,,14-1-1976,01-07-1996,,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,40,94,10,0,6,5,35,30,15,40,35,40,70,55,50,60,0,40,70,10,65,50,0,15,60,50,25,25
Simon Corden,England,20,Port Vale,0,0,,,,1-11-1975,01-07-1996,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,2,0,2,0,70,92,35,0,11,6,45,30,15,45,30,75,20,55,25,45,0,30,55,45,50,55,0,45,25,35,35,45
Richard Eyre,England,19,Port Vale,0,0,,,,15-9-1976,01-07-1996,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0
Martin Foyle,England,33,Port Vale,0,0,,,,2-5-1963,01-07-1996,,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,2,0,0,2,119,134,104,0,16,14,50,45,65,70,75,75,45,60,75,0,0,40,45,25,90,25,40,75,10,25,35,45
Dean Glover,England,32,Port Vale,0,0,,6,,29-12-1963,01-07-1996,,0,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,2,0,2,101,112,86,0,4,14,40,45,75,55,40,25,70,75,40,0,0,30,10,70,25,70,35,80,60,35,45,70
Jos? Carlos Barbosa,Portugal,21,Portimonense,0,0,,,,29-9-1974,01-07-1996,,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 Doriva,Brazil,22,Porto,2,0,1,6,,1-1-19        ,01-07-1996,,0,0,0,0,0,0,50,100,0,0,50,0,0,0,0,0,0,0,0,1,2,1,0,0,0,2,153,153,143,14,17,16,85,75,60,80,55,55,90,55,50,50,0,35,60,90,55,90,70,40,75,75,40,70
